Registration,Engine Type,Body,Brand,Year,EngineV,Model,breakdown,breakdown_value,sig,impact,insight,insight_type,score,measure
*,*,*,*,*,2.2,*,Brand,Mercedes-Benz,0.8924852073627403,0.06881987577639752,top1,point,0.06142072110297617,Price
yes,*,*,*,*,1.5,*,Engine Type,Diesel,0.9949539621466339,0.06086956521739131,top1,point,0.06056241508718641,Price
yes,*,*,Renault,*,*,*,Body,van,0.40579204501108446,0.10434782608695652,top1,point,0.04234351774028707,Price
yes,*,*,*,*,*,Vito,EngineV,2.2,0.9054704063969438,0.03751552795031056,top1,point,0.033969200339363605,Price
*,*,*,Renault,*,*,Kangoo,Engine Type,Diesel,0.9984557391670006,0.0337888198757764,top1,point,0.03373664112464897,Price
*,*,van,Mercedes-Benz,*,*,*,Engine Type,Diesel,0.9440586215662536,0.04074534161490683,top1,point,0.03846599104021505,Price
*,Diesel,*,*,*,2.2,*,Brand,Mercedes-Benz,0.8284262870635726,0.05888198757763975,top1,point,0.048779386343867505,Price
*,*,*,*,*,1.9,*,Engine Type,Diesel,0.998765296767812,0.05018633540372671,top1,point,0.05012437017319206,Price
*,*,van,Renault,*,*,*,Engine Type,Diesel,0.9961294273361796,0.04770186335403727,top1,point,0.047517229825725836,Price
yes,*,*,*,*,1.8,*,Body,sedan,0.6723506752663658,0.05540372670807454,top1,point,0.0372507330644471,Price
yes,*,*,Mercedes-Benz,*,2.2,*,Engine Type,Diesel,0.8781390758131855,0.05490683229813664,top1,point,0.04821583497011528,Price
yes,*,*,*,*,1.5,*,Brand,Renault,0.9056501084892674,0.06086956521739131,top1,point,0.05512652834282498,Price
yes,*,*,*,*,1.9,*,Engine Type,Diesel,0.9983181179187176,0.03503105590062112,top1,point,0.034972137795413465,Price
*,Petrol,*,Volkswagen,*,*,*,Body,sedan,0.9455321049309853,0.06881987577639752,top1,point,0.06507140200394607,Price
*,*,*,Renault,*,*,*,Engine Type,Diesel,0.9043218291975642,0.11055900621118013,top1,point,0.09998092273115927,Price
*,*,van,*,*,*,*,Engine Type,Diesel,0.9917022465319105,0.155527950310559,top1,point,0.1542374177214847,Price
yes,*,*,Audi,*,*,*,Year,2003,0.9999999999999992,0.08149068322981366,change point,shape,0.08149068322981359,Price
*,Diesel,*,*,*,3.0,*,Year,2006,0.9999999999999987,0.084472049689441,change point,shape,0.08447204968944089,Price
*,Diesel,*,Renault,*,*,*,Year,1999,0.9999999999999952,0.08322981366459627,change point,shape,0.08322981366459586,Price
*,*,sedan,BMW,*,*,*,Year,1997,0.9999999999999982,0.08968944099378882,change point,shape,0.08968944099378867,Price
*,*,sedan,Mercedes-Benz,*,*,*,Year,1978,0.9999999999999993,0.0884472049689441,change point,shape,0.08844720496894404,Price
yes,*,other,*,*,*,*,Year,2015,0.9999999999999992,0.09217391304347826,change point,shape,0.09217391304347819,Price
*,*,*,*,*,2.5,*,Year,2011,0.9999999999999992,0.08422360248447205,change point,shape,0.08422360248447198,Price
*,*,*,Audi,*,*,*,Year,1995,0.999999999999999,0.10434782608695652,change point,shape,0.1043478260869564,Price
yes,*,*,Renault,*,*,*,Year,2004,0.9999999999999981,0.10434782608695652,change point,shape,0.10434782608695632,Price
*,Diesel,sedan,*,*,*,*,Year,1984,0.9999999999999986,0.10086956521739131,change point,shape,0.10086956521739117,Price
yes,Diesel,crossover,*,*,*,*,Year,1993,0.9999999999999993,0.09018633540372671,change point,shape,0.09018633540372666,Price
no,*,*,*,*,*,*,Year,1996,0.9999999999999992,0.09217391304347826,change point,shape,0.09217391304347819,Price
*,*,other,*,*,*,*,Year,2015,0.9999999999999992,0.09788819875776397,change point,shape,0.0978881987577639,Price
*,Gas,*,*,*,*,*,Year,1996,0.999999999999999,0.14658385093167703,change point,shape,0.1465838509316769,Price
*,Diesel,van,*,*,*,*,Year,1995,0.9999999999999992,0.1408695652173913,change point,shape,0.1408695652173912,Price
*,*,*,*,*,3.0,*,Year,2013,0.9999999999999989,0.12198757763975156,change point,shape,0.12198757763975142,Price
*,Diesel,*,Volkswagen,*,*,*,Year,2001,0.9999999999999993,0.1239751552795031,change point,shape,0.12397515527950302,Price
*,*,*,Renault,*,*,*,Year,1999,0.9999999999999982,0.11055900621118013,change point,shape,0.11055900621117994,Price
yes,*,*,*,*,3.0,*,Year,2013,0.9999999999999988,0.11204968944099379,change point,shape,0.11204968944099365,Price
yes,Diesel,van,*,*,*,*,Year,2011,0.999999999999999,0.13590062111801243,change point,shape,0.1359006211180123,Price
*,*,*,*,*,2.0,*,Year,2006,0.9999999999999983,0.1711801242236025,change point,shape,0.1711801242236022,Price
yes,*,*,Toyota,*,*,*,Year,1998,0.9999999999999984,0.12571428571428572,change point,shape,0.12571428571428553,Price
*,*,vagon,*,*,*,*,Year,2013,0.9999999999999993,0.09416149068322982,change point,shape,0.09416149068322975,Price
yes,*,*,BMW,*,*,*,Year,2003,0.9999999999999991,0.13291925465838508,change point,shape,0.13291925465838497,Price
*,Diesel,crossover,*,*,*,*,Year,2015,0.9999999999999993,0.0951552795031056,change point,shape,0.09515527950310552,Price
yes,*,*,*,*,2.0,*,Year,1994,0.999999999999999,0.15751552795031057,change point,shape,0.1575155279503104,Price
yes,*,*,Mercedes-Benz,*,*,*,Year,2015,0.9999999999999993,0.18782608695652173,change point,shape,0.1878260869565216,Price
*,*,*,BMW,*,*,*,Year,2003,0.9999999999999991,0.15900621118012423,change point,shape,0.1590062111801241,Price
yes,*,*,Volkswagen,*,*,*,Year,2004,0.9999999999999989,0.20173913043478262,change point,shape,0.2017391304347824,Price
*,*,*,Mercedes-Benz,*,*,*,Year,2015,0.9999999999999993,0.204472049689441,change point,shape,0.20447204968944085,Price
yes,*,crossover,*,*,*,*,Year,2015,0.9999999999999991,0.19751552795031055,change point,shape,0.19751552795031038,Price
*,*,*,*,*,*,*,Year,1999,0.9999999999999993,1.0,change point,shape,0.9999999999999993,Price
*,*,*,Toyota,*,*,*,Year,2002,0.9999999999999987,0.1267080745341615,change point,shape,0.12670807453416133,Price
*,Petrol,*,*,*,*,*,Year,1999,0.9999999999999991,0.36472049689440994,change point,shape,0.3647204968944096,Price
*,Petrol,sedan,*,*,*,*,Year,1978,0.9999999999999993,0.19503105590062111,change point,shape,0.19503105590062098,Price
*,*,sedan,*,*,*,*,Year,1978,0.9999999999999992,0.38111801242236026,change point,shape,0.38111801242236,Price
yes,Diesel,*,Volkswagen,*,*,*,Year,2001,0.9999999999999993,0.11329192546583851,change point,shape,0.11329192546583844,Price
*,*,*,Volkswagen,*,*,*,Year,2004,0.9999999999999989,0.2186335403726708,change point,shape,0.21863354037267055,Price
yes,*,van,*,*,*,*,Year,1998,0.9999999999999992,0.1498136645962733,change point,shape,0.14981366459627318,Price
*,Diesel,*,*,*,*,*,Year,2015,0.9999999999999993,0.46236024844720497,change point,shape,0.46236024844720464,Price
*,*,van,*,*,*,*,Year,1998,0.9999999999999993,0.155527950310559,change point,shape,0.15552795031055888,Price
yes,Petrol,sedan,*,*,*,*,Year,1978,0.9999999999999993,0.18583850931677018,change point,shape,0.18583850931677007,Price
yes,Diesel,*,*,*,*,*,Year,2015,0.9999999999999993,0.39850931677018636,change point,shape,0.3985093167701861,Price
*,*,crossover,*,*,*,*,Year,2015,0.9999999999999991,0.20472049689440994,change point,shape,0.20472049689440974,Price
yes,Petrol,*,*,*,*,*,Year,2002,0.9999999999999988,0.34608695652173915,change point,shape,0.3460869565217387,Price
yes,Diesel,*,Mercedes-Benz,*,*,*,Year,1996,0.9999999999999993,0.09962732919254659,change point,shape,0.09962732919254652,Price
yes,*,sedan,*,*,*,*,Year,1978,0.9999999999999992,0.337888198757764,change point,shape,0.3378881987577637,Price
yes,*,*,*,*,*,*,Year,1999,0.9999999999999993,0.9078260869565218,change point,shape,0.9078260869565212,Price
yes,Gas,*,*,*,*,*,Year,1996,0.9999999999999989,0.14062111801242236,change point,shape,0.1406211180124222,Price
*,Diesel,*,Mercedes-Benz,*,*,*,Year,2015,0.9999999999999991,0.11105590062111802,change point,shape,0.11105590062111792,Price
*,Diesel,*,*,*,2.0,*,Year,2016,0.9984314373437867,0.08149068322981366,outlier,shape,0.08136285998727007,Price
*,Diesel,*,Renault,*,*,*,Year,2012,0.9998433630496683,0.08322981366459627,outlier,shape,0.08321677680040716,Price
*,*,*,*,*,2.5,*,Year,2016,0.9972722338393206,0.08422360248447205,outlier,shape,0.0839938601916844,Price
*,Diesel,crossover,*,*,*,*,Year,2016,0.9999897235503561,0.0951552795031056,outlier,shape,0.09515430164466743,Price
*,*,sedan,Mercedes-Benz,*,*,*,Year,2011,0.9999752664403398,0.0884472049689441,outlier,shape,0.08844501735472322,Price
no,*,*,*,*,*,*,Year,2001,0.9761106579211976,0.09217391304347826,outlier,shape,0.08997193890404082,Price
*,Diesel,*,*,*,3.0,*,Year,2016,0.9984123574553867,0.084472049689441,outlier,shape,0.08433793826952335,Price
*,*,*,Audi,*,*,*,Year,2013,0.9966386748815493,0.10434782608695652,outlier,shape,0.10399707911807471,Price
*,Diesel,sedan,*,*,*,*,Year,2014,0.9986458664123147,0.10086956521739131,outlier,shape,0.10073297435115522,Price
yes,Diesel,crossover,*,*,*,*,Year,2016,0.9999848769154451,0.09018633540372671,outlier,shape,0.0901849715081507,Price
*,*,vagon,*,*,*,*,Year,2012,0.9981461135372725,0.09416149068322982,outlier,shape,0.09398692597034193,Price
yes,*,other,*,*,*,*,Year,2016,0.9999631363051666,0.09217391304347826,outlier,shape,0.09217051517247622,Price
*,*,other,*,*,*,*,Year,2016,0.9999630094663887,0.09788819875776397,outlier,shape,0.09788457782105768,Price
*,Diesel,*,Volkswagen,*,*,*,Year,2012,0.9902017719649727,0.1239751552795031,outlier,shape,0.12276041843739662,Price
*,*,sedan,BMW,*,*,*,Year,2011,0.9973425021667073,0.08968944099378882,outlier,shape,0.0894510914986786,Price
*,*,*,*,*,3.0,*,Year,2016,0.9995881468582986,0.12198757763975156,outlier,shape,0.12193733667265208,Price
yes,Diesel,*,Volkswagen,*,*,*,Year,2012,0.9893754989811497,0.11329192546583851,outlier,shape,0.1120882552882992,Price
*,*,*,Renault,*,*,*,Year,2012,0.9999639977070789,0.11055900621118013,outlier,shape,0.11055502583345345,Price
yes,*,*,*,*,3.0,*,Year,2016,0.9995050177763587,0.11204968944099379,outlier,shape,0.11199422683655597,Price
*,*,van,*,*,*,*,Year,2013,0.9955862776844696,0.155527950310559,outlier,shape,0.15484149312558457,Price
yes,Gas,*,*,*,*,*,Year,2008,0.9999581494757485,0.14062111801242236,outlier,shape,0.1406152329449127,Price
yes,*,*,Toyota,*,*,*,Year,2016,0.999457236817873,0.12571428571428572,outlier,shape,0.12564605262853262,Price
yes,Diesel,*,Mercedes-Benz,*,*,*,Year,2016,0.999998766674988,0.09962732919254659,outlier,shape,0.09962720631966962,Price
yes,*,*,BMW,*,*,*,Year,2016,0.9999780400405983,0.13291925465838508,outlier,shape,0.13291633575694908,Price
*,Diesel,*,Mercedes-Benz,*,*,*,Year,2016,0.9999991202865801,0.11105590062111802,outlier,shape,0.11105580292375189,Price
yes,*,*,Renault,*,*,*,Year,2012,0.9999668496270065,0.10434782608695652,outlier,shape,0.10434436691760068,Price
yes,Diesel,*,*,*,*,*,Year,2016,0.9999895182097672,0.39850931677018636,outlier,shape,0.39850513967912216,Price
*,*,*,BMW,*,*,*,Year,2016,0.9999756431998901,0.15900621118012423,outlier,shape,0.15900233829762228,Price
*,Gas,*,*,*,*,*,Year,2008,0.999955720681961,0.14658385093167703,outlier,shape,0.14657736029872226,Price
*,*,*,Mercedes-Benz,*,*,*,Year,2016,0.9999998910377638,0.204472049689441,outlier,shape,0.2044720274097092,Price
yes,*,*,*,*,2.0,*,Year,2016,0.9995546600066112,0.15751552795031057,outlier,shape,0.15744537998613453,Price
*,*,*,*,*,*,*,Year,2016,0.9999780856484305,1.0,outlier,shape,0.9999780856484305,Price
*,*,*,Toyota,*,*,*,Year,2016,0.9994515169701585,0.1267080745341615,outlier,shape,0.12663857730553563,Price
*,Petrol,*,*,*,*,*,Year,2016,0.9999544822292433,0.36472049689440994,outlier,shape,0.36470389563044203,Price
yes,*,*,Volkswagen,*,*,*,Year,2012,0.9980374442074731,0.20173913043478262,outlier,shape,0.2013432061357685,Price
*,*,sedan,*,*,*,*,Year,2011,0.9993919041962588,0.38111801242236026,outlier,shape,0.38088625615827604,Price
yes,*,van,*,*,*,*,Year,2013,0.9954198576131801,0.1498136645962733,outlier,shape,0.1491274966809311,Price
*,*,*,Volkswagen,*,*,*,Year,2012,0.9978546997362102,0.2186335403726708,outlier,shape,0.21816450578083602,Price
*,Petrol,sedan,*,*,*,*,Year,2011,0.9996402558389177,0.19503105590062111,outlier,shape,0.19496089461703114,Price
*,Diesel,*,*,*,*,*,Year,2016,0.9999889946357944,0.46236024844720497,outlier,shape,0.4623551600042766,Price
yes,*,crossover,*,*,*,*,Year,2016,0.9999917596621576,0.19751552795031055,outlier,shape,0.19751390035563113,Price
*,*,*,*,*,2.0,*,Year,2016,0.9995031455161937,0.1711801242236025,outlier,shape,0.17109507261134346,Price
yes,Petrol,sedan,*,*,*,*,Year,2011,0.9996387981524412,0.18583850931677018,outlier,shape,0.18577138410385738,Price
*,*,crossover,*,*,*,*,Year,2016,0.9999914488244274,0.20472049689440994,outlier,shape,0.20471874629349768,Price
yes,Petrol,*,*,*,*,*,Year,2016,0.9999564774711651,0.34608695652173915,outlier,shape,0.34607189394219456,Price
yes,Diesel,van,*,*,*,*,Year,2012,0.9899479623853902,0.13590062111801243,outlier,shape,0.13453454296268533,Price
yes,*,sedan,*,*,*,*,Year,2011,0.999404565296949,0.337888198757764,outlier,shape,0.3376870083984722,Price
yes,*,*,*,*,*,*,Year,2016,0.9999797289644905,0.9078260869565218,outlier,shape,0.9078076843816766,Price
yes,*,*,Mercedes-Benz,*,*,*,Year,2016,0.9999998944852502,0.18782608695652173,outlier,shape,0.18782606713809916,Price
*,Diesel,van,*,*,*,*,Year,2012,0.9896776309367009,0.1408695652173913,outlier,shape,0.13941545757543092,Price
yes,*,*,*,*,3.0,*,Body,crossover,0.6621323691452983,0.11204968944099379,attribution,point,0.07419172633156013,Price
*,Diesel,*,*,*,2.0,*,Registration,yes,0.9434869138965207,0.08149068322981366,attribution,point,0.07688539323181585,Price
*,Diesel,*,Renault,*,*,*,Registration,yes,0.9444758656699874,0.08322981366459627,attribution,point,0.07860855031042131,Price
*,*,*,*,2007,*,*,Registration,yes,0.9473965920265597,0.08298136645962732,attribution,point,0.07861626378555799,Price
*,*,*,*,*,2.5,*,Registration,yes,0.9232591703965594,0.08422360248447205,attribution,point,0.07776021335762326,Price
*,*,vagon,*,*,*,*,Registration,yes,0.9186157458931927,0.09416149068322982,attribution,point,0.08649822799839008,Price
*,Diesel,*,*,*,3.0,*,Registration,yes,0.9461471986501879,0.084472049689441,attribution,point,0.07992299317790408,Price
yes,*,*,Toyota,*,*,*,Body,crossover,0.6448122850095199,0.12571428571428572,attribution,point,0.08106211582976823,Price
*,*,*,*,*,3.0,*,Body,crossover,0.6585805368700633,0.12198757763975156,attribution,point,0.08033864437346612,Price
*,*,*,Toyota,*,*,*,Body,crossover,0.6456619507561002,0.1267080745341615,attribution,point,0.08181058258027606,Price
*,*,*,*,2012,*,*,Registration,yes,0.9506370417346641,0.08347826086956522,attribution,point,0.07935752696219806,Price
*,*,*,Renault,*,*,*,Engine Type,Diesel,0.8331612415029609,0.11055900621118013,attribution,point,0.0921134788742404,Price
yes,*,*,*,*,3.0,*,Engine Type,Diesel,0.81258533863498,0.11204968944099379,attribution,point,0.09104993483835427,Price
*,Diesel,*,Mercedes-Benz,*,*,*,Registration,yes,0.9459438232936656,0.11105590062111802,attribution,point,0.10505264323286174,Price
*,*,other,*,*,*,*,Registration,yes,0.9487604407051788,0.09788819875776397,attribution,point,0.09287245059325229,Price
yes,*,*,*,*,2.0,*,Engine Type,Diesel,0.5903258108936221,0.15751552795031057,attribution,point,0.09298548176560409,Price
*,*,*,*,*,3.0,*,Registration,yes,0.9466112077256893,0.12198757763975156,attribution,point,0.11547480819709652,Price
*,Diesel,crossover,*,*,*,*,Registration,yes,0.9486063478990369,0.0951552795031056,attribution,point,0.09026490217275307,Price
*,*,sedan,Mercedes-Benz,*,*,*,Registration,yes,0.945132118899638,0.0884472049689441,attribution,point,0.08359429424304872,Price
*,Diesel,*,Volkswagen,*,*,*,Registration,yes,0.9447991593503496,0.1239751552795031,attribution,point,0.1171316224884036,Price
yes,*,crossover,*,*,*,*,Engine Type,Diesel,0.5749491119414856,0.19751552795031055,attribution,point,0.11356137738968472,Price
yes,*,*,Renault,*,*,*,Engine Type,Diesel,0.8320082821880854,0.10434782608695652,attribution,point,0.08681825553266978,Price
*,*,sedan,BMW,*,*,*,Registration,yes,0.9324756974597946,0.08968944099378882,attribution,point,0.08363322404546233,Price
*,*,*,*,*,2.0,*,Engine Type,Diesel,0.592864462607367,0.1711801242236025,attribution,point,0.10148661235688843,Price
*,*,*,*,2008,*,*,Registration,yes,0.9495292650752283,0.09763975155279503,attribution,point,0.09271180153405334,Price
*,*,crossover,*,*,*,*,Engine Type,Diesel,0.5760871628591154,0.20472049689440994,attribution,point,0.11793685023500897,Price
*,*,*,Volkswagen,*,*,*,Registration,yes,0.9443217012808893,0.2186335403726708,attribution,point,0.2064603968017845,Price
*,*,sedan,*,*,*,*,Registration,yes,0.9415079972241049,0.38111801242236026,attribution,point,0.358825656581808,Price
*,*,*,Volkswagen,*,*,*,Engine Type,Diesel,0.6955086237826914,0.2186335403726708,attribution,point,0.15206151277733376,Price
yes,*,*,Volkswagen,*,*,*,Engine Type,Diesel,0.6965057557421798,0.20173913043478262,attribution,point,0.14051246550624844,Price
*,*,*,*,*,3.0,*,Engine Type,Diesel,0.8134770629883041,0.12198757763975156,attribution,point,0.09923409637944282,Price
*,*,*,*,*,*,*,Registration,yes,0.9452590527498979,1.0,attribution,point,0.9452590527498979,Price
*,Gas,*,*,*,*,*,Registration,yes,0.9474636051771047,0.14658385093167703,attribution,point,0.13888286386447002,Price
*,*,van,*,*,*,*,Registration,yes,0.9484492637611729,0.155527950310559,attribution,point,0.14751036996633396,Price
*,*,*,*,*,2.0,*,Registration,yes,0.9447502024873888,0.1711801242236025,attribution,point,0.16172245702206484,Price
*,*,sedan,*,*,*,*,Engine Type,Petrol,0.570439036850441,0.38111801242236026,attribution,point,0.2174045919325656,Price
*,Diesel,van,*,*,*,*,Registration,yes,0.9486755178500053,0.1408695652173913,attribution,point,0.13363950773191377,Price
*,*,*,BMW,*,*,*,Registration,yes,0.9393988738416281,0.15900621118012423,attribution,point,0.1493702557164328,Price
*,Petrol,sedan,*,*,*,*,Registration,yes,0.9485544855090599,0.19503105590062111,attribution,point,0.18499758288810236,Price
*,Diesel,*,*,*,*,*,Registration,yes,0.9419670090225157,0.46236024844720497,attribution,point,0.4355281003207209,Price
*,*,van,*,*,*,*,Engine Type,Diesel,0.9063331424863761,0.155527950310559,attribution,point,0.14096013594943388,Price
*,*,*,Mercedes-Benz,*,*,*,Registration,yes,0.948155817270708,0.204472049689441,attribution,point,0.19387136338230873,Price
yes,*,van,*,*,*,*,Engine Type,Diesel,0.9066575794557451,0.1498136645962733,attribution,point,0.135829694512252,Price
*,*,crossover,*,*,*,*,Registration,yes,0.9491483346754717,0.20472049689440994,attribution,point,0.19431011870126427,Price
*,*,*,Audi,*,*,*,Registration,yes,0.9363179644600456,0.10434782608695652,attribution,point,0.09770274411756996,Price
*,*,*,Toyota,*,*,*,Registration,yes,0.951436709183902,0.1267080745341615,attribution,point,0.1205547134618112,Price
*,Diesel,sedan,*,*,*,*,Registration,yes,0.9264968032728279,0.10086956521739131,attribution,point,0.09345532972143308,Price
*,Petrol,*,*,*,*,*,Registration,yes,0.9489027721704405,0.36472049689440994,attribution,point,0.3460842905704861,Price
yes,*,sedan,*,*,*,*,Engine Type,Petrol,0.5845954682998804,0.337888198757764,attribution,point,0.19752790978579812,Price
*,*,*,Renault,*,*,*,Registration,yes,0.9451125252802831,0.11055900621118013,attribution,point,0.10449070155272695,Price
