project_code,major_name,plan_end_time,project_tag,profession_tag,sum of danger_number,count of risk_level=1,count of risk_level=2,count of risk_level=3
ZRH(ZB)-1903-L01-B01-000-156,消防专业,2020/11/19 0:00,武汉黄陂物流园,仓储物流,29,0,29,0
ZRH(ZB)-1903-L01-B01-000-157,消防专业,2020/11/20 0:00,武汉江夏物流园,仓储物流,23,0,23,0
ZRH(ZB)-1903-L01-B01-000-158,消防专业,2020/11/21 0:00,郑州空港物流园,仓储物流,49,0,49,0
ZRH(ZB)-1903-L01-B01-000-158,电气专业,2020/11/21 0:00,郑州空港物流园,仓储物流,1,0,1,0
ZRH(ZB)-1903-L01-B01-000-160,消防专业,2020/11/23 0:00,西安沣东物流园,仓储物流,39,1,38,0
ZRH(ZB)-1903-L01-B01-000-161,消防专业,2020/11/25 0:00,沈阳浑南物流园,仓储物流,50,0,50,0
ZRH(ZB)-1903-L01-B01-000-164,消防专业,2020/11/30 0:00,广州增城物流园,仓储物流,58,0,58,0
ZRH(ZB)-1903-L01-B01-000-165,消防专业,2020/11/21 0:00,郑州保税物流园,仓储物流,48,0,47,1
ZRH(ZB)-1903-L01-B01-000-165,电气专业,2020/11/21 0:00,郑州保税物流园,仓储物流,1,0,1,0
ZRH(ZB)-1904-L01-A01-000-005,其他专业,2020/5/13 0:00,西咸万象汇,综合体,45,22,20,0
ZRH(ZB)-1904-L01-A01-000-005,在建专业,2020/5/13 0:00,西咸万象汇,综合体,1,1,0,0
ZRH(ZB)-1904-L01-A01-000-005,暖通专业,2020/5/13 0:00,西咸万象汇,综合体,2,0,2,0
ZRH(ZB)-1904-L01-A01-000-005,燃气专业,2020/5/13 0:00,西咸万象汇,综合体,11,1,10,0
ZRH(ZB)-1904-L01-A01-000-005,电梯专业,2020/5/13 0:00,西咸万象汇,综合体,32,9,16,7
ZRH(ZB)-1904-L01-A01-000-006,其他专业,2020/5/19 0:00,重庆万象城,综合体,54,21,28,1
ZRH(ZB)-1904-L01-A01-000-006,水务专业,2020/5/19 0:00,重庆万象城,综合体,1,0,0,1
ZRH(ZB)-1904-L01-A01-000-006,燃气专业,2020/5/19 0:00,重庆万象城,综合体,9,1,8,0
ZRH(ZB)-1904-L01-A01-000-006,电梯专业,2020/5/19 0:00,重庆万象城,综合体,14,5,9,0
ZRH(ZB)-1904-L01-A01-000-007,其他专业,2020/5/22 0:00,弹子石万象汇,综合体,37,17,12,5
ZRH(ZB)-1904-L01-A01-000-007,燃气专业,2020/5/22 0:00,弹子石万象汇,综合体,13,6,7,0
ZRH(ZB)-1904-L01-A01-000-007,电梯专业,2020/5/22 0:00,弹子石万象汇,综合体,20,6,11,3
ZRH(ZB)-1904-L01-A01-000-008,其他专业,2020/5/27 0:00,泸州万象汇,综合体,41,19,16,6
ZRH(ZB)-1904-L01-A01-000-008,在建专业,2020/5/27 0:00,泸州万象汇,综合体,1,0,1,0
ZRH(ZB)-1904-L01-A01-000-008,消防专业,2020/5/27 0:00,泸州万象汇,综合体,1,0,1,0
ZRH(ZB)-1904-L01-A01-000-008,燃气专业,2020/5/27 0:00,泸州万象汇,综合体,12,5,6,1
ZRH(ZB)-1904-L01-A01-000-008,电梯专业,2020/5/27 0:00,泸州万象汇,综合体,49,14,30,5
ZRH(ZB)-1904-L01-A01-000-009,其他专业,2020/6/1 0:00,成都万象城,综合体,36,10,22,4
ZRH(ZB)-1904-L01-A01-000-009,水务专业,2020/6/1 0:00,成都万象城,综合体,1,0,1,0
ZRH(ZB)-1904-L01-A01-000-009,燃气专业,2020/6/1 0:00,成都万象城,综合体,14,2,10,2
ZRH(ZB)-1904-L01-A01-000-009,电梯专业,2020/6/1 0:00,成都万象城,综合体,60,18,32,9
ZRH(ZB)-1904-L01-A01-000-009,电气专业,2020/6/1 0:00,成都万象城,综合体,19,6,10,3
ZRH(ZB)-1906-L01-B01-000-005-01,其他专业,2020/3/27 0:00,机场集团公共区域管理部,机场,8,5,2,1
ZRH(ZB)-1906-L01-B01-000-005-01,在建专业,2020/3/27 0:00,机场集团公共区域管理部,机场,7,5,2,0
ZRH(ZB)-1906-L01-B01-000-005-01,水务专业,2020/3/27 0:00,机场集团公共区域管理部,机场,1,0,1,0
ZRH(ZB)-1906-L01-B01-000-005-02,其他专业,2020/3/30 0:00,地面交通运营中心,机场,44,16,17,7
ZRH(ZB)-1906-L01-B01-000-005-02,在建专业,2020/3/30 0:00,地面交通运营中心,机场,3,2,0,1
ZRH(ZB)-1906-L01-B01-000-005-02,水务专业,2020/3/30 0:00,地面交通运营中心,机场,1,0,1,0
ZRH(ZB)-1906-L01-B01-000-005-02,消防专业,2020/3/30 0:00,地面交通运营中心,机场,25,7,15,3
ZRH(ZB)-1906-L01-B01-000-005-02,燃气专业,2020/3/30 0:00,地面交通运营中心,机场,1,1,0,0
ZRH(ZB)-1906-L01-B01-000-005-02,电梯专业,2020/3/30 0:00,地面交通运营中心,机场,1,1,0,0
ZRH(ZB)-1906-L01-B01-000-005-03,其他专业,2020/4/1 0:00,扩建工程指挥部项目,机场,29,12,16,1
ZRH(ZB)-1906-L01-B01-000-005-03,在建专业,2020/4/1 0:00,扩建工程指挥部项目,机场,72,32,35,5
ZRH(ZB)-1906-L01-B01-000-005-03,水务专业,2020/4/1 0:00,扩建工程指挥部项目,机场,19,10,9,0
ZRH(ZB)-1906-L01-B01-000-005-05,其他专业,2020/3/31 0:00,商务公司,机场,21,6,11,1
ZRH(ZB)-1906-L01-B01-000-005-05,水务专业,2020/3/31 0:00,商务公司,机场,2,1,1,0
ZRH(ZB)-1906-L01-B01-000-005-05,消防专业,2020/3/31 0:00,商务公司,机场,16,1,11,4
ZRH(ZB)-1906-L01-B01-000-005-05,电梯专业,2020/3/31 0:00,商务公司,机场,1,1,0,0
ZRH(ZB)-1906-L01-B01-000-005-06,其他专业,2020/4/1 0:00,港务公司,机场,24,8,7,4
ZRH(ZB)-1906-L01-B01-000-005-06,在建专业,2020/4/1 0:00,港务公司,机场,3,2,1,0
ZRH(ZB)-1906-L01-B01-000-005-06,水务专业,2020/4/1 0:00,港务公司,机场,4,1,3,0
ZRH(ZB)-1906-L01-B01-000-005-06,消防专业,2020/4/1 0:00,港务公司,机场,16,2,12,2
ZRH(ZB)-1906-L01-B01-000-005-06,燃气专业,2020/4/1 0:00,港务公司,机场,2,1,0,0
ZRH(ZB)-1906-L01-B01-000-005-06,电梯专业,2020/4/1 0:00,港务公司,机场,2,1,1,0
ZRH(ZB)-1906-L01-B01-000-005-07,其他专业,2020/4/3 0:00,航空物流事业部,机场,86,18,17,7
ZRH(ZB)-1906-L01-B01-000-005-07,在建专业,2020/4/3 0:00,航空物流事业部,机场,3,2,1,0
ZRH(ZB)-1906-L01-B01-000-005-07,水务专业,2020/4/3 0:00,航空物流事业部,机场,2,1,1,0
ZRH(ZB)-1906-L01-B01-000-005-07,消防专业,2020/4/3 0:00,航空物流事业部,机场,26,5,16,4
ZRH(ZB)-1906-L01-B01-000-005-07,电梯专业,2020/4/3 0:00,航空物流事业部,机场,4,1,1,0
ZRH(ZB)-1906-L01-B01-000-005-08,其他专业,2020/4/8 0:00,航空城发展公司,机场,46,10,15,2
ZRH(ZB)-1906-L01-B01-000-005-08,在建专业,2020/4/8 0:00,航空城发展公司,机场,2,1,1,0
ZRH(ZB)-1906-L01-B01-000-005-08,水务专业,2020/4/8 0:00,航空城发展公司,机场,1,0,1,0
ZRH(ZB)-1906-L01-B01-000-005-08,消防专业,2020/4/8 0:00,航空城发展公司,机场,28,8,17,3
ZRH(ZB)-1906-L01-B01-000-005-08,燃气专业,2020/4/8 0:00,航空城发展公司,机场,1,1,0,0
ZRH(ZB)-1906-L01-B01-000-005-09,其他专业,2020/4/9 0:00,动力分公司,机场,16,3,7,3
ZRH(ZB)-1906-L01-B01-000-005-09,水务专业,2020/4/9 0:00,动力分公司,机场,1,1,0,0
ZRH(ZB)-1906-L01-B01-000-005-09,消防专业,2020/4/9 0:00,动力分公司,机场,2,1,0,1
ZRH(ZB)-1906-L01-B01-000-005-09,电梯专业,2020/4/9 0:00,动力分公司,机场,1,1,0,0
ZRH(ZB)-1906-L01-B01-000-005-11,其他专业,2020/4/14 0:00,物业公司,机场,18,7,10,1
ZRH(ZB)-1906-L01-B01-000-005-11,在建专业,2020/4/14 0:00,物业公司,机场,1,0,1,0
ZRH(ZB)-1906-L01-B01-000-005-11,水务专业,2020/4/14 0:00,物业公司,机场,1,1,0,0
ZRH(ZB)-1906-L01-B01-000-005-11,消防专业,2020/4/14 0:00,物业公司,机场,36,5,21,10
ZRH(ZB)-1908-L01-B01-000-003-01,水务专业,2020/3/30 0:00,韩江水电项目,水务,32,5,25,2
ZRH(ZB)-1908-L01-B01-000-003-02,水务专业,2020/3/31 0:00,饶平水司引韩济饶工程项目,水务,57,8,46,3
ZRH(ZB)-1908-L01-B01-000-003-03,其他专业,2020/4/1 0:00,汕头水司新溪外砂管道建设工程,水务,31,10,19,2
ZRH(ZB)-1908-L01-B01-000-003-03,在建专业,2020/4/1 0:00,汕头水司新溪外砂管道建设工程,水务,5,3,2,0
ZRH(ZB)-1908-L01-B01-000-003-03,水务专业,2020/4/1 0:00,汕头水司新溪外砂管道建设工程,水务,6,5,1,0
ZRH(ZB)-1908-L01-B01-000-003-04,水务专业,2020/4/2 0:00,练江潮南污水厂及管网项目,水务,42,17,24,1
ZRH(ZB)-1908-L01-B01-000-003-05,水务专业,2020/3/30 0:00,梅州一污提标扩建项目,水务,11,8,3,0
ZRH(ZB)-1908-L01-B01-000-003-06,在建专业,2020/3/30 0:00,梅州二污提标扩建项目,水务,3,3,0,0
ZRH(ZB)-1908-L01-B01-000-003-06,水务专业,2020/3/30 0:00,梅州二污提标扩建项目,水务,24,13,9,2
ZRH(ZB)-1908-L01-B01-000-003-07,水务专业,2020/3/31 0:00,梅州周溪河污水厂,水务,24,11,10,3
ZRH(ZB)-1908-L01-B01-000-003-08,在建专业,2020/3/31 0:00,梅州黄塘河污水厂项目,水务,1,1,0,0
ZRH(ZB)-1908-L01-B01-000-003-08,水务专业,2020/3/31 0:00,梅州黄塘河污水厂项目,水务,96,15,39,12
ZRH(ZB)-1908-L01-B01-000-003-10,水务专业,2020/4/2 0:00,丰顺新区供水工程项目,水务,24,14,9,1
ZRH(ZB)-1908-L01-B01-000-003-10,电梯专业,2020/4/2 0:00,丰顺新区供水工程项目,水务,1,0,1,0
ZRH(ZB)-1908-L01-B01-000-003-11,水务专业,2020/4/2 0:00,五华县城三期工程项目,水务,26,9,17,0
ZRH(ZB)-1908-L01-B01-000-003-11,电梯专业,2020/4/2 0:00,五华县城三期工程项目,水务,1,0,1,0
ZRH(ZB)-1908-L01-B01-000-003-13,水务专业,2020/4/9 0:00,乐昌峡水电项目,水务,43,10,32,1
ZRH(ZB)-1908-L01-B01-000-003-14,水务专业,2020/4/10 0:00,飞来峡水电项目,水务,26,7,19,0
ZRH(ZB)-1908-L01-B01-000-003-15,在建专业,2020/3/30 0:00,韶关仁化污水厂及管网项目,水务,31,5,25,1
ZRH(ZB)-1908-L01-B01-000-003-15,水务专业,2020/3/30 0:00,韶关仁化污水厂及管网项目,水务,29,29,0,0
ZRH(ZB)-1908-L01-B01-000-003-16,在建专业,2020/3/31 0:00,阳山村镇污水项目,水务,14,0,14,0
ZRH(ZB)-1908-L01-B01-000-003-16,水务专业,2020/3/31 0:00,阳山村镇污水项目,水务,23,10,13,0
ZRH(ZB)-1908-L01-B01-000-003-17,其他专业,2020/4/1 0:00,云浮水司水厂建设项目,水务,3,0,3,0
ZRH(ZB)-1908-L01-B01-000-003-17,在建专业,2020/4/1 0:00,云浮水司水厂建设项目,水务,3,0,3,0
ZRH(ZB)-1908-L01-B01-000-003-17,水务专业,2020/4/1 0:00,云浮水司水厂建设项目,水务,62,16,40,6
ZRH(ZB)-1908-L01-B01-000-003-19,其他专业,2020/3/31 0:00,高州二水厂项目,水务,2,0,2,0
ZRH(ZB)-1908-L01-B01-000-003-19,在建专业,2020/3/31 0:00,高州二水厂项目,水务,2,2,0,0
ZRH(ZB)-1908-L01-B01-000-003-19,水务专业,2020/3/31 0:00,高州二水厂项目,水务,15,2,12,0
ZRH(ZB)-1908-L01-B01-000-003-19,消防专业,2020/3/31 0:00,高州二水厂项目,水务,3,0,3,0
ZRH(ZB)-1908-L01-B01-000-003-20,水务专业,2020/4/1 0:00,遂溪岭北水厂项目,水务,13,1,12,0
ZRH(ZB)-1908-L01-B01-000-003-21,其他专业,2020/4/2 0:00,阳江管网工程项目,水务,2,0,1,1
ZRH(ZB)-1908-L01-B01-000-003-21,在建专业,2020/4/2 0:00,阳江管网工程项目,水务,5,1,3,1
ZRH(ZB)-1908-L01-B01-000-003-21,水务专业,2020/4/2 0:00,阳江管网工程项目,水务,23,4,17,2
ZRH(ZB)-1908-L01-B01-000-003-22,在建专业,2020/4/3 0:00,吴川污水厂及管网项目,水务,28,9,16,2
ZRH(ZB)-1908-L01-B01-000-003-22,水务专业,2020/4/3 0:00,吴川污水厂及管网项目,水务,6,1,5,0
ZRH(ZB)-1908-L01-B01-000-003-23,其他专业,2020/4/8 0:00,汕尾环保项目,水务,1,0,1,0
ZRH(ZB)-1908-L01-B01-000-003-23,水务专业,2020/4/8 0:00,汕尾环保项目,水务,20,19,1,0
ZRH(ZB)-1908-L01-B01-000-003-27,水务专业,2020/4/2 0:00,高邮水司一水厂迁建项目,水务,22,22,0,0
ZRH(ZB)-1908-L01-B01-000-003-28,水务专业,2020/4/3 0:00,盐城项目,水务,28,28,0,0
ZRH(ZB)-1908-L01-B01-000-003-29,水务专业,2020/4/7 0:00,兴化长江引水工程,水务,18,17,0,0
ZRH(ZB)-1908-L01-B01-000-003-30,水务专业,2020/4/8 0:00,徐州水务项目,水务,19,14,5,0
ZRH(ZB)-1908-L01-B01-000-003-31,水务专业,2020/4/9 0:00,邳州水司引水工程项目,水务,36,28,8,0
ZRH(ZB)-1908-L01-B01-000-003-32,水务专业,2020/3/30 0:00,盱眙项目,水务,19,19,0,0
ZRH(ZB)-1908-L01-B01-000-003-33,水务专业,2020/4/7 0:00,梧州三龙水厂取水口搬迁项目,水务,8,2,6,0
ZRH(ZB)-1908-L01-B01-000-003-34,其他专业,2020/4/8 0:00,梧州项目,水务,2,1,1,0
ZRH(ZB)-1908-L01-B01-000-003-34,水务专业,2020/4/8 0:00,梧州项目,水务,14,12,1,0
ZRH(ZB)-1908-L01-B01-000-003-36,水务专业,2020/4/10 0:00,儋滨水司滨海新区供水二期,水务,23,0,21,2
ZRH(ZB)-1908-L01-B01-000-003-37,水务专业,2020/4/8 0:00,开平项目,水务,33,32,0,1
ZRH(ZB)-1908-L01-B01-000-003-39,其他专业,2020/5/31 0:00,兴化项目,水务,23,21,2,0
ZRH(ZB)-1908-L01-B01-000-003-39,在建专业,2020/5/31 0:00,兴化项目,水务,14,14,0,0
ZRH(ZB)-1908-L01-B01-000-003-39,水务专业,2020/5/31 0:00,兴化项目,水务,4,4,0,0
ZRH(ZB)-1908-L01-B01-000-003-40,在建专业,2020/6/9 0:00,来安项目,水务,44,34,10,0
ZRH(ZB)-1908-L01-B01-000-003-40,水务专业,2020/6/9 0:00,来安项目,水务,25,22,3,0
ZRH(ZB)-1908-L01-B01-000-003-41,在建专业,2020/6/11 0:00,盱眙项目,水务,8,8,0,0
ZRH(ZB)-1908-L01-B01-000-003-41,水务专业,2020/6/11 0:00,盱眙项目,水务,39,39,0,0
ZRH(ZB)-1908-L01-B01-000-003-42,水务专业,2020/6/12 0:00,仪征项目,水务,19,19,0,0
ZRH(ZB)-1908-L01-B01-000-003-43,水务专业,2020/6/17 0:00,丰城第一水厂,NONE,46,46,0,0
ZRH(ZB)-1908-L01-B01-000-003-44,水务专业,2020/6/18 0:00,丰城二水厂,水务,71,59,12,0
ZRH(ZB)-2001-L01-B02-000-001,其他专业,2020/5/15 0:00,广州唯品会琶洲总部大厦,写字楼,6,0,4,2
ZRH(ZB)-2001-L01-B02-000-001,消防专业,2020/5/15 0:00,广州唯品会琶洲总部大厦,写字楼,1286,5,48,10
ZRH(ZB)-2001-L01-B02-000-002,暖通专业,2020/8/9 0:00,广州唯品会琶洲总部大厦,写字楼,84,14,56,14
ZRH(ZB)-2001-L01-B02-000-002,消防专业,2020/8/9 0:00,广州唯品会琶洲总部大厦,写字楼,123,26,70,27
ZRH(ZB)-2001-L01-B02-000-003,电气专业,2020/9/14 0:00,广州唯品会,写字楼,46,10,27,9
ZRH(ZB)-2002-L01-A01-001-001,其他专业,2020/6/19 0:00,天津万象城,综合体,38,4,19,0
ZRH(ZB)-2002-L01-A01-001-001,消防专业,2020/6/19 0:00,天津万象城,综合体,148,10,63,10
ZRH(ZB)-2002-L01-A01-001-001,燃气专业,2020/6/19 0:00,天津万象城,综合体,22,9,11,2
ZRH(ZB)-2002-L01-A01-001-001,电梯专业,2020/6/19 0:00,天津万象城,综合体,33,7,23,3
ZRH(ZB)-2002-L01-A01-001-001,电气专业,2020/6/19 0:00,天津万象城,综合体,29,6,16,4
ZRH(ZB)-2002-L01-A01-002-001,其他专业,2020/5/29 0:00,太原万象城,综合体,42,14,12,1
ZRH(ZB)-2002-L01-A01-002-001,消防专业,2020/5/29 0:00,太原万象城,综合体,603,11,110,35
ZRH(ZB)-2002-L01-A01-002-001,电梯专业,2020/5/29 0:00,太原万象城,综合体,49,7,17,0
ZRH(ZB)-2002-L01-A01-003-001,其他专业,2020/5/9 0:00,临沂万象汇,综合体,94,15,47,6
ZRH(ZB)-2002-L01-A01-003-001,在建专业,2020/5/9 0:00,临沂万象汇,综合体,5,2,1,0
ZRH(ZB)-2002-L01-A01-003-001,暖通专业,2020/5/9 0:00,临沂万象汇,综合体,1,0,1,0
ZRH(ZB)-2002-L01-A01-003-001,水务专业,2020/5/9 0:00,临沂万象汇,综合体,1,0,1,0
ZRH(ZB)-2002-L01-A01-003-001,消防专业,2020/5/9 0:00,临沂万象汇,综合体,422,20,95,33
ZRH(ZB)-2002-L01-A01-003-001,燃气专业,2020/5/9 0:00,临沂万象汇,综合体,28,6,21,1
ZRH(ZB)-2002-L01-A01-003-001,电梯专业,2020/5/9 0:00,临沂万象汇,综合体,23,7,16,0
ZRH(ZB)-2002-L01-A01-003-001,电气专业,2020/5/9 0:00,临沂万象汇,综合体,71,8,49,10
ZRH(ZB)-2002-L01-A01-004-001,消防专业,2020/7/31 0:00,北京优士阁C座,写字楼,27,17,8,2
ZRH(ZB)-2002-L01-A01-004-001,电气专业,2020/7/31 0:00,北京优士阁C座,写字楼,15,2,12,1
ZRH(ZB)-2002-L01-A01-005-001,其他专业,2020/5/14 0:00,日照万象汇,综合体,36,7,12,0
ZRH(ZB)-2002-L01-A01-005-001,在建专业,2020/5/14 0:00,日照万象汇,综合体,2,1,0,0
ZRH(ZB)-2002-L01-A01-005-001,消防专业,2020/5/14 0:00,日照万象汇,综合体,90,8,53,9
ZRH(ZB)-2002-L01-A01-005-001,燃气专业,2020/5/14 0:00,日照万象汇,综合体,14,5,8,1
ZRH(ZB)-2002-L01-A01-005-001,电梯专业,2020/5/14 0:00,日照万象汇,综合体,21,5,15,1
ZRH(ZB)-2002-L01-A01-005-001,电气专业,2020/5/14 0:00,日照万象汇,综合体,32,4,21,5
ZRH(ZB)-2002-L01-A01-006-001,其他专业,2020/6/4 0:00,北京密云万象汇,综合体,84,4,13,2
ZRH(ZB)-2002-L01-A01-006-001,水务专业,2020/6/4 0:00,北京密云万象汇,综合体,1,0,1,0
ZRH(ZB)-2002-L01-A01-006-001,消防专业,2020/6/4 0:00,北京密云万象汇,综合体,93,8,39,5
ZRH(ZB)-2002-L01-A01-006-001,燃气专业,2020/6/4 0:00,北京密云万象汇,综合体,15,1,13,1
ZRH(ZB)-2002-L01-A01-006-001,电梯专业,2020/6/4 0:00,北京密云万象汇,综合体,27,8,15,4
ZRH(ZB)-2002-L01-A01-006-001,电气专业,2020/6/4 0:00,北京密云万象汇,综合体,26,5,20,1
ZRH(ZB)-2002-L01-A01-007-001,其他专业,2020/6/5 0:00,石家庄万象城,综合体,13,3,8,0
ZRH(ZB)-2002-L01-A01-007-001,消防专业,2020/6/5 0:00,石家庄万象城,综合体,206,10,70,24
ZRH(ZB)-2002-L01-A01-007-001,电梯专业,2020/6/5 0:00,石家庄万象城,综合体,66,8,19,3
ZRH(ZB)-2002-L01-A01-008-001,消防专业,2020/7/30 0:00,北京置地星座,写字楼,28,14,13,1
ZRH(ZB)-2002-L01-A01-008-001,电气专业,2020/7/30 0:00,北京置地星座,写字楼,18,4,9,5
ZRH(ZB)-2002-L01-A01-009-001,其他专业,2020/6/12 0:00,北京五彩城,综合体,85,3,3,2
ZRH(ZB)-2002-L01-A01-009-001,水务专业,2020/6/12 0:00,北京五彩城,综合体,5,0,2,1
ZRH(ZB)-2002-L01-A01-009-001,消防专业,2020/6/12 0:00,北京五彩城,综合体,88,13,50,2
ZRH(ZB)-2002-L01-A01-009-001,燃气专业,2020/6/12 0:00,北京五彩城,综合体,25,5,18,2
ZRH(ZB)-2002-L01-A01-009-001,电梯专业,2020/6/12 0:00,北京五彩城,综合体,21,8,13,0
ZRH(ZB)-2002-L01-A01-009-001,电气专业,2020/6/12 0:00,北京五彩城,综合体,23,3,18,2
ZRH(ZB)-2002-L01-A01-010,其他专业,2020/5/28 0:00,郑州万象城,综合体,54,6,15,5
ZRH(ZB)-2002-L01-A01-010,在建专业,2020/5/28 0:00,郑州万象城,综合体,3,1,1,1
ZRH(ZB)-2002-L01-A01-010,水务专业,2020/5/28 0:00,郑州万象城,综合体,1,0,0,1
ZRH(ZB)-2002-L01-A01-010,消防专业,2020/5/28 0:00,郑州万象城,综合体,122,11,50,5
ZRH(ZB)-2002-L01-A01-010,燃气专业,2020/5/28 0:00,郑州万象城,综合体,26,6,20,0
ZRH(ZB)-2002-L01-A01-010,电梯专业,2020/5/28 0:00,郑州万象城,综合体,32,13,16,3
ZRH(ZB)-2002-L01-A01-010,电气专业,2020/5/28 0:00,郑州万象城,综合体,49,8,32,6
ZRH(ZB)-2002-L01-A01-011-001,其他专业,2020/5/22 0:00,淄博万象汇,综合体,21,6,11,0
ZRH(ZB)-2002-L01-A01-011-001,在建专业,2020/5/22 0:00,淄博万象汇,综合体,2,0,1,1
ZRH(ZB)-2002-L01-A01-011-001,消防专业,2020/5/22 0:00,淄博万象汇,综合体,112,16,56,8
ZRH(ZB)-2002-L01-A01-011-001,电梯专业,2020/5/22 0:00,淄博万象汇,综合体,13,6,7,0
ZRH(ZB)-2002-L01-A01-012,其他专业,2020/5/15 0:00,济南万象城,综合体,21,4,12,0
ZRH(ZB)-2002-L01-A01-012,在建专业,2020/5/15 0:00,济南万象城,综合体,1,0,1,0
ZRH(ZB)-2002-L01-A01-012,消防专业,2020/5/15 0:00,济南万象城,综合体,150,11,69,9
ZRH(ZB)-2002-L01-A01-012,燃气专业,2020/5/15 0:00,济南万象城,综合体,1,0,1,0
ZRH(ZB)-2002-L01-A01-012,电梯专业,2020/5/15 0:00,济南万象城,综合体,37,10,11,0
ZRH(ZB)-2002-L01-A01-013-001,其他专业,2020/6/9 0:00,京通Plus365,综合体,6,1,1,1
ZRH(ZB)-2002-L01-A01-013-001,消防专业,2020/6/9 0:00,京通Plus365,综合体,27,6,19,0
ZRH(ZB)-2002-L01-A01-013-001,电梯专业,2020/6/9 0:00,京通Plus365,综合体,58,6,7,0
ZRH(ZB)-2002-L01-A01-014-001,其他专业,2020/6/13 0:00,北京门头沟Plus365,综合体,6,1,2,0
ZRH(ZB)-2002-L01-A01-014-001,消防专业,2020/6/13 0:00,北京门头沟Plus365,综合体,24,7,15,2
ZRH(ZB)-2002-L01-A01-014-001,电梯专业,2020/6/13 0:00,北京门头沟Plus365,综合体,17,5,8,0
ZRH(ZB)-2002-L01-A01-015-001,其他专业,2020/5/9 0:00,青岛城阳万象汇,综合体,15,1,3,0
ZRH(ZB)-2002-L01-A01-015-001,在建专业,2020/5/9 0:00,青岛城阳万象汇,综合体,3,3,0,0
ZRH(ZB)-2002-L01-A01-015-001,消防专业,2020/5/9 0:00,青岛城阳万象汇,综合体,107,12,52,10
ZRH(ZB)-2002-L01-A01-015-001,燃气专业,2020/5/9 0:00,青岛城阳万象汇,综合体,1,1,0,0
ZRH(ZB)-2002-L01-A01-015-001,电气专业,2020/5/9 0:00,青岛城阳万象汇,综合体,4,0,1,0
ZRH(ZB)-2002-L01-A01-016-001,其他专业,2020/5/22 0:00,青岛万象城,综合体,29,9,14,0
ZRH(ZB)-2002-L01-A01-016-001,水务专业,2020/5/22 0:00,青岛万象城,综合体,1,0,0,1
